date,time,V1,V2,V3,I1,I2,I3,I4,O1,O2
04/27/2023,19:24:49,12.903,5.185,0,0.393,0,0.027,0,0,0
04/27/2023,19:34:49,12.903,5.185,0,0.393,0,0.025,0,0,0
04/27/2023,19:44:49,12.903,5.185,0,0.393,0,0.026,0,0,0
04/27/2023,19:54:49,12.903,5.185,0,0.393,0,0.027,0,0,0
04/27/2023,20:04:49,12.958,5.185,0,0.234,0,0.026,0,0,0
04/27/2023,20:14:49,13.013,5.185,0,0.226,0,0.027,0,0,0
04/27/2023,20:24:49,12.958,5.185,0,0.226,0,0.026,0,0,0
04/27/2023,20:34:49,12.958,5.185,0,0.226,0,0.026,0,0,0
04/27/2023,20:44:49,12.958,5.185,0,0.226,0,0.026,0,0,0
04/27/2023,20:54:49,12.958,5.185,0,0.226,0,0.026,0,0,0
04/27/2023,21:04:49,12.958,5.185,0,0.226,0,0.027,0,0,0
04/27/2023,21:14:49,12.958,5.185,0,0.226,0,0.026,0,0,0
04/27/2023,21:24:49,12.958,5.185,0,0.226,0,0.025,0,0,0
04/27/2023,21:34:49,12.958,5.185,0,0.226,0,0.025,0,0,0
04/27/2023,21:44:49,12.958,5.185,0,0.226,0,0.025,0,0,0
04/27/2023,21:54:49,12.958,5.185,0,0.226,0,0.026,0,0,0
04/27/2023,22:04:49,12.958,5.185,0,0.226,0,0.026,0,0,0
04/27/2023,22:14:49,12.958,5.185,0,0.226,0,0.027,0,0,0
04/27/2023,22:24:49,12.958,5.185,0,0.226,0,0.026,0,0,0
04/27/2023,22:34:49,12.958,5.185,0,0.226,0,0.026,0,0,0
04/27/2023,22:44:49,12.958,5.185,0,0.226,0,0.026,0,0,0
04/27/2023,22:54:49,12.958,5.185,0,0.226,0,0.026,0,0,0
04/27/2023,23:04:49,12.958,5.185,0,0.226,0,0.026,0,0,0
04/27/2023,23:14:49,12.958,5.185,0,0.226,0,0.026,0,0,0
04/27/2023,23:24:49,12.958,5.185,0,0.226,0,0.027,0,0,0
04/27/2023,23:34:49,12.958,5.185,0,0.226,0,0.026,0,0,0
04/27/2023,23:44:49,12.958,5.185,0,0.226,0,0.026,0,0,0
04/27/2023,23:54:49,12.958,5.185,0,0.227,0,0.026,0,0,0
04/28/2023,00:04:49,12.958,5.185,0,0.228,0,0.027,0,0,0
04/28/2023,00:14:49,12.958,5.185,0,0.228,0,0.027,0,0,0
04/28/2023,00:24:49,12.903,5.185,0,0.228,0,0.027,0,0,0
04/28/2023,00:34:49,12.903,5.185,0,0.228,0,0.026,0,0,0
04/28/2023,00:44:49,12.903,5.185,0,0.228,0,0.026,0,0,0
04/28/2023,00:54:49,12.903,5.185,0,0.228,0,0.026,0,0,0
04/28/2023,01:04:49,12.903,5.185,0,0.228,0,0.027,0,0,0
04/28/2023,01:14:49,12.903,5.185,0,0.228,0,0.026,0,0,0
04/28/2023,01:24:49,12.903,5.185,0,0.229,0,0.026,0,0,0
04/28/2023,01:34:49,12.903,5.185,0,0.229,0,0.026,0,0,0
04/28/2023,01:44:49,12.848,5.185,0,0.229,0,0.026,0,0,0
04/28/2023,01:54:49,12.848,5.185,0,0.229,0,0.027,0,0,0
04/28/2023,02:04:49,12.848,5.185,0,0.229,0,0.026,0,0,0
04/28/2023,02:14:49,12.848,5.185,0,0.229,0,0.026,0,0,0
04/28/2023,02:24:49,12.848,5.185,0,0.229,0,0.026,0,0,0
04/28/2023,02:34:49,12.848,5.185,0,0.229,0,0.026,0,0,0
04/28/2023,02:44:49,12.848,5.185,0,0.229,0,0.026,0,0,0
