time,V1,V2,V3,I1,I2,I3,I4,O1,O2
18:16:44,13.068,5.002,0.055,0.226,0.045,0.026,0,0,0
18:26:44,13.068,5.002,0,0.259,0.04,0.026,0,0,0
18:36:44,13.013,5.307,0,0.392,0,0.026,0,0,0
18:46:44,13.013,5.307,0,0.391,0,0.027,0,0,0
18:56:44,13.013,5.307,0,0.391,0,0.026,0,0,0
19:06:44,13.013,5.307,0,0.391,0,0.026,0,0,0
19:16:44,13.013,5.307,0,0.391,0,0.026,0,0,0
19:26:44,13.013,5.307,0,0.391,0,0.026,0,0,0
19:36:44,13.013,5.307,0,0.391,0,0.026,0,0,0
19:46:44,13.013,5.307,0,0.391,0,0.026,0,0,0
19:56:44,13.013,5.307,0,0.391,0,0.026,0,0,0
20:06:44,13.013,5.307,0,0.391,0,0.026,0,0,0
20:16:44,13.013,5.307,0,0.391,0,0.026,0,0,0
20:26:44,13.013,5.307,0,0.392,0,0.026,0,0,0
20:36:44,13.013,5.307,0,0.393,0,0.026,0,0,0
20:46:44,13.123,5.307,0,0.205,0,0.026,0,0,0
20:56:44,13.123,5.307,0,0.163,0,0.026,0,0,0
21:06:44,13.123,5.307,0,0.163,0,0.026,0,0,0
21:16:44,13.123,5.307,0,0.163,0,0.026,0,0,0
21:26:44,13.123,5.246,0,0.163,0.071,0.026,0,0,0
21:36:44,13.068,4.941,0,0.019,0.67,0.026,0,0,0
21:46:44,13.068,4.941,0,0,0.671,0.026,0,0,0
21:56:44,13.068,4.941,0,0,0.672,0.03,0,0,0
22:06:44,13.068,4.941,0,0,0.673,0.027,0,0,0
22:16:44,13.068,4.941,0,0,0.673,0.026,0,0,0
22:26:44,13.013,4.941,0,0,0.641,0.026,0,0,0
22:36:44,13.123,5.063,0,0,0.347,0.026,0,0,0
22:46:44,13.222,5.307,0,0,0,0.026,0,0,0
22:56:44,13.222,5.307,0,0,0,0.026,0,0,0
23:06:44,13.277,5.307,0,0,0,0.026,0,0,0
23:16:44,13.277,5.307,0,0,0,0.026,0,0,0
23:26:44,13.277,5.307,0,0,0,0.026,0,0,0
23:36:44,13.277,5.307,0,0,0,0.026,0,0,0
23:46:44,13.277,5.307,0,0,0,0.026,0,0,0
